Symbol,Open,High,Low,Price,Volume,LatestTradingDay,PreviousDay,Change,ChangePercent
MSFT,320.5400,,321.8700,316.2100,316.8800,21257161,2023-08-17,320.4000,-3.5200,-1.0986%
